,id,authors,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
1431,1432,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",The Communist Manifesto,3.51,3561,8413,22295,20537,15271,https://images.gr-assets.com/books/1420003664m/30474.jpg
1432,1433,Ruth Ware,The Woman in Cabin 10,3.67,2029,8795,33879,43732,21386,https://images.gr-assets.com/books/1465878007m/28187230.jpg
1433,1434,James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),3.69,3038,6975,19690,24157,20052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1434,1435,William Styron,Sophie's Choice,4.18,1244,2666,10630,23727,32810,https://images.gr-assets.com/books/1356714742m/228560.jpg
1435,1436,Sophie Kinsella,"Shopaholic and Sister (Shopaholic, #4)",3.64,1277,6964,25200,23997,16302,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1436,1437,Julie Kagawa,The Iron Daughter,4.13,1505,4105,17023,31360,42806,https://images.gr-assets.com/books/1271790654m/7747064.jpg
1437,1438,Bruce H. Wilkinson,The Prayer of Jabez:  Breaking Through to the Blessed Life,3.92,2961,4213,11797,14888,24197,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1438,1439,Karen Thompson Walker,The Age of Miracles,3.64,1574,6625,22105,27557,13932,https://images.gr-assets.com/books/1342487370m/12401556.jpg
1439,1440,Mitch Albom,Have a Little Faith: a True Story,4.16,641,2021,10903,22733,26798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1440,1441,"Julia Child, Alex Prud'Homme",My Life in France,4.16,706,1872,10703,26938,27358,https://images.gr-assets.com/books/1395564378m/5084.jpg
1441,1442,Graeme Simsion,"The Rosie Effect (Don Tillman, #2)",3.56,1191,6636,25126,25659,11235,https://images.gr-assets.com/books/1426407990m/21844019.jpg
1443,1444,Charles Bukowski,Ham on Rye,4.16,641,1897,9576,24523,25106,https://images.gr-assets.com/books/1388195001m/38501.jpg
1444,1445,Wendelin Van Draanen,Flipped,3.94,1175,4843,19570,28606,27512,https://images.gr-assets.com/books/1388554293m/331920.jpg
1446,1447,Robert McCloskey,Make Way for Ducklings,4.21,1398,2784,11683,19309,36931,https://images.gr-assets.com/books/1362580777m/29291.jpg
1447,1448,"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)",4.01,993,3349,15578,27328,26095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1448,1449,Bill Bryson,Notes from a Small Island,3.91,1073,3717,17241,29024,21366,https://images.gr-assets.com/books/1479653223m/28.jpg
1449,1450,Jim Butcher,"Small Favor (The Dresden Files, #10)",4.43,69,419,6473,28646,40646,https://images.gr-assets.com/books/1298085176m/927979.jpg
1450,1451,Robert Kirkman,"The Walking Dead, Compendium 1",4.43,849,1260,5314,15352,35837,https://images.gr-assets.com/books/1449865699m/6465707.jpg
1451,1452,Shannon Hale,"Princess Academy (Princess Academy, #1)",4.01,1062,3781,18451,34060,30371,https://images.gr-assets.com/books/1349410861m/85990.jpg
1452,1453,"Nicola Yoon, David Yoon","Everything, Everything",4.11,2262,6555,25928,53989,61673,https://images.gr-assets.com/books/1450515891m/18692431.jpg
1453,1454,George Bernard Shaw,Pygmalion,3.9,895,4044,19262,29217,22185,https://images.gr-assets.com/books/1453757285m/7714.jpg
1454,1455,Barbara Kingsolver,Flight Behavior,3.75,1681,5240,16765,25871,16036,https://images.gr-assets.com/books/1352212134m/13438524.jpg
1455,1456,Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)",4.26,1353,1859,8785,21812,33850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1456,1457,Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",3.53,1959,9506,28844,25992,15298,https://images.gr-assets.com/books/1395233618m/363752.jpg
1457,1458,Louis de Bernières,Corelli's Mandolin,3.95,1734,4029,13185,23679,22969,https://images.gr-assets.com/books/1479680795m/3388.jpg
1458,1459,Nicholas Sparks,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",3.81,1492,5098,17959,22090,19978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1459,1460,Bill Bryson,In a Sunburned Country,4.05,607,2214,12998,28184,22665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1460,1461,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,4.32,398,1005,8433,23292,32856,https://images.gr-assets.com/books/1410716044m/194373.jpg
1461,1462,Adam Johnson,The Orphan Master's Son,4.06,1671,3341,9883,23007,25504,https://images.gr-assets.com/books/1327878601m/11529868.jpg
1462,1463,David Eddings,"Enchanters' End Game (The Belgariad, #5)",4.17,677,2478,12604,25188,32085,https://images.gr-assets.com/books/1217735909m/44687.jpg
1463,1464,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis,4.36,357,1218,7821,28809,39069,https://images.gr-assets.com/books/1327876995m/991197.jpg
1464,1465,Chaim Potok,The Chosen,4.03,1283,3459,13824,27376,27128,https://images.gr-assets.com/books/1403191327m/187181.jpg
1465,1466,"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,4.09,1741,2564,10707,21180,26924,https://images.gr-assets.com/books/1327879079m/321552.jpg
1466,1467,"Carlos Ruiz Zafón, Lucia Graves","The Angel's Game (The Cemetery of Forgotten Books, #2)",3.86,1125,5123,18613,28668,21405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1467,1468,Cecelia Ahern,"Love, Rosie",3.95,1563,4973,17380,26705,27937,https://images.gr-assets.com/books/1420732457m/147865.jpg
1468,1469,"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1),4.15,1342,3136,13872,19635,34899,https://images.gr-assets.com/books/1353400157m/774001.jpg
1469,1470,Jodi Ellen Malpas,"This Man (This Man, #1)",4.13,3397,4706,12138,22363,42509,https://images.gr-assets.com/books/1352790466m/16140036.jpg
1470,1471,W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",4.35,675,1742,8856,23625,40619,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1471,1472,Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",4.32,1316,2448,10085,31685,49448,https://images.gr-assets.com/books/1417957944m/20560137.jpg
1472,1473,J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",4.12,1130,4648,17757,27856,42014,https://images.gr-assets.com/books/1327896547m/1240662.jpg
1473,1474,Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)",4.1,1155,2588,11315,28881,26926,https://images.gr-assets.com/books/1349205573m/15819028.jpg
1475,1476,"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)",4.0,926,3956,19412,29849,30110,https://images.gr-assets.com/books/1343701012m/297792.jpg
1476,1477,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House,4.0,1999,4506,14750,25011,29428,https://images.gr-assets.com/books/1280113147m/31242.jpg
1477,1478,Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4.12,1058,3562,14486,20187,33897,https://images.gr-assets.com/books/1348541342m/775597.jpg
1478,1479,Jim Butcher,"Furies of Calderon (Codex Alera, #1)",4.12,1209,2914,12182,27550,30682,https://images.gr-assets.com/books/1329104514m/29396.jpg
1479,1480,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",4.27,1053,2308,13154,29563,45410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1480,1481,Audrey Niffenegger,Her Fearful Symmetry,3.23,4845,13797,28144,22691,9639,https://images.gr-assets.com/books/1327939087m/6202342.jpg
1481,1482,Anita Diamant,The Boston Girl,3.79,841,3333,16733,26479,13222,https://images.gr-assets.com/books/1418103945m/22450859.jpg
1482,1483,J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",4.38,498,1841,10764,28245,51166,https://images.gr-assets.com/books/1321039998m/5098079.jpg
1483,1484,Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)",4.18,675,2454,10805,25016,29861,https://images.gr-assets.com/books/1429215870m/77565.jpg
1484,1485,James Ellroy,"The Black Dahlia (L.A. Quartet, #1)",3.75,1999,4999,17641,23340,17425,https://images.gr-assets.com/books/1387048173m/21704.jpg
1485,1486,"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",4.06,1030,3785,16105,25471,31275,https://images.gr-assets.com/books/1359299332m/83346.jpg
1486,1487,Jung Chang,Wild Swans: Three Daughters of China,4.23,921,1940,9406,23802,31479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1487,1488,P.D. Eastman,"Go, Dog. Go!",4.08,1373,4030,13995,16365,31349,https://images.gr-assets.com/books/1333578440m/460548.jpg
1488,1489,"Laura Ingalls Wilder, Garth Williams","On the Banks of Plum Creek  (Little House, #4)",4.19,834,2109,14330,27057,36051,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1489,1490,Stephen King,"Finders Keepers (Bill Hodges Trilogy, #2)",4.03,372,1857,12964,30192,19897,https://images.gr-assets.com/books/1468705421m/22453035.jpg
1490,1491,"Guillermo del Toro, Chuck Hogan","The Strain (The Strain Trilogy, #1)",3.77,1771,5200,17428,25548,17859,https://images.gr-assets.com/books/1326225354m/6065215.jpg
1491,1492,"Emily Dickinson, Thomas H. Johnson",The Complete Poems of Emily Dickinson,4.21,1141,2161,9616,19058,30173,https://images.gr-assets.com/books/1498347611m/112204.jpg
1492,1493,Fred Gipson,"Old Yeller (Old Yeller, #1)",4.06,1289,3193,14512,23807,29260,https://images.gr-assets.com/books/1327940112m/130580.jpg
1493,1494,Steve Martin,Born Standing Up: A Comic's Life,3.87,1515,3216,15539,25317,18306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1494,1495,Frank Warren,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),4.01,2911,3039,10287,17389,25753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1495,1496,George R.R. Martin,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",4.56,275,572,4041,17151,42134,https://images.gr-assets.com/books/1354567206m/147915.jpg
1496,1497,"Mary Norton, Beth Krush, Joe Krush","The Borrowers (The Borrowers, #1)",4.02,923,3165,17625,26927,28436,https://images.gr-assets.com/books/1308945559m/348573.jpg
1497,1498,Stephen King,Hearts in Atlantis,3.8,1268,5421,19496,24725,19976,https://images.gr-assets.com/books/1374048926m/11602.jpg
1498,1499,Jodi Picoult,Small Great Things,4.35,1035,2060,9633,33373,51303,https://images.gr-assets.com/books/1468057481m/28587957.jpg
1499,1500,"Haruki Murakami, Alfred Birnbaum","A Wild Sheep Chase (The Rat, #3)",3.94,561,2882,14590,27275,18141,https://images.gr-assets.com/books/1327908774m/11298.jpg
1500,1501,Philippa Gregory,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",3.83,859,4137,21150,29517,19180,https://images.gr-assets.com/books/1399204116m/252499.jpg
1501,1502,Laini Taylor,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",4.21,1604,3200,13879,34953,45395,https://images.gr-assets.com/books/1461353798m/12812550.jpg
1502,1503,Tom Robbins,Jitterbug Perfume,4.24,687,1888,7929,17887,26905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1503,1504,John Flanagan,"The Battle for Skandia (Ranger's Apprentice, #4)",4.32,594,1365,8641,21627,34441,https://images.gr-assets.com/books/1294443954m/144350.jpg
1504,1505,Alexandra Bracken,"The Darkest Minds (The Darkest Minds, #1)",4.26,1380,3193,11844,28768,45587,https://images.gr-assets.com/books/1343178841m/10576365.jpg
1505,1506,"Paulo Coelho, Margaret Jull Costa",The Zahir,3.56,2677,6561,16568,16990,13251,https://images.gr-assets.com/books/1493044059m/1427.jpg
1506,1507,Norman Vincent Peale,The Power of Positive Thinking,4.08,1265,2426,10192,17315,23318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1507,1508,Ruth Ware,"In a Dark, Dark Wood",3.65,1904,6968,26321,32390,16588,https://images.gr-assets.com/books/1429521615m/23346377.jpg
1508,1509,"Edith Wharton, Nina Bawden",The House of Mirth,3.94,1731,3912,14142,24545,23384,https://images.gr-assets.com/books/1328729186m/17728.jpg
1510,1511,"Patrick Rothfuss, Nate  Taylor",The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),3.92,2506,5300,14205,22248,26391,https://images.gr-assets.com/books/1398466695m/21535271.jpg
1511,1512,Solomon Northup,Twelve Years a Slave,4.15,1035,2266,10046,23893,27654,https://images.gr-assets.com/books/1378793462m/18478222.jpg
1512,1513,J.R. Ward,"Lover Mine (Black Dagger Brotherhood, #8)",4.41,616,1846,9925,25598,52094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1513,1514,Nathaniel Philbrick,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,743,1672,9369,24755,24606,https://images.gr-assets.com/books/1335902168m/17780.jpg
1514,1515,Ayaan Hirsi Ali,Infidel,4.2,1168,1891,8759,22116,28228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1515,1516,Nassim Nicholas Taleb,The Black Swan: The Impact of the Highly Improbable,3.88,1861,4036,12599,20887,19383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1516,1517,Justin Cronin,"The Twelve (The Passage, #2)",3.98,660,2845,14411,28633,21058,https://images.gr-assets.com/books/1331230956m/13281368.jpg
1517,1518,"Aleksandr Solzhenitsyn, H.T. Willetts",One Day in the Life of Ivan Denisovich,3.94,1147,3666,16109,28201,22915,https://images.gr-assets.com/books/1427731744m/17125.jpg
1518,1519,Neal Stephenson,"The Diamond Age: or, A Young Lady's Illustrated Primer",4.19,602,2255,10287,24102,29375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1519,1520,Walter M. Miller Jr.,A Canticle for Leibowitz,3.97,1579,4264,14698,25329,26118,https://images.gr-assets.com/books/1450516880m/164154.jpg
1520,1521,"Sophocles, J.E. Thomas","Antigone (The Theban Plays, #3)",3.6,1881,8279,25895,25697,16783,https://images.gr-assets.com/books/1486701308m/7728.jpg
1521,1522,Colm Tóibín,Brooklyn,3.63,1042,5940,21904,27255,11681,https://images.gr-assets.com/books/1489957005m/4954833.jpg
1522,1523,Lauren DeStefano,"Wither (The Chemical Garden, #1)",3.81,3105,7449,20924,28676,28503,https://images.gr-assets.com/books/1341532430m/8525590.jpg
1523,1524,J.D. Vance,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,3.99,1429,4680,21299,44927,33435,https://images.gr-assets.com/books/1463569814m/27161156.jpg
1524,1525,Robert Jordan,"Crossroads of Twilight (Wheel of Time, #10)",3.82,2097,5975,16531,21644,22232,https://images.gr-assets.com/books/1408325146m/113435.jpg
1525,1526,Stephen Crane,The Red Badge of Courage,3.21,6036,12395,26446,20066,10032,https://images.gr-assets.com/books/1327936136m/35220.jpg
1526,1527,Randall Munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4.17,1387,2708,10945,24313,32476,https://images.gr-assets.com/books/1451351509m/21413662.jpg
1527,1528,Steven Erikson,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",3.85,2616,4780,13280,22849,21129,https://images.gr-assets.com/books/1355144064m/55399.jpg
1529,1530,Madeleine L'Engle,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",4.13,891,2666,15130,28633,33598,https://images.gr-assets.com/books/1327465278m/77276.jpg
1530,1531,Suzanne Collins,"Gregor the Overlander (Underland Chronicles, #1)",3.99,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1531,1532,Jodi Picoult,Sing You Home,3.76,1770,5345,18571,24791,17870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1532,1533,Anne Rice,"The Tale of the Body Thief (The Vampire Chronicles, #4)",3.7,1427,6552,22211,23262,18316,https://images.gr-assets.com/books/1361577271m/31336.jpg
1533,1534,David Baldacci,"The Camel Club (Camel Club, #1)",4.02,886,2571,12705,25005,21973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1534,1535,James Patterson,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",4.16,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1535,1536,Terry Goodkind,"Blood of the Fold (Sword of Truth, #3)",3.98,1009,3226,14259,23434,22725,https://images.gr-assets.com/books/1443563626m/43892.jpg
1536,1537,Philippa Gregory,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",3.84,506,3336,20312,29721,17195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1537,1538,Anne Tyler,A Spool of Blue Thread,3.4,2302,7578,21930,20780,7744,https://images.gr-assets.com/books/1451435883m/22501028.jpg
1538,1539,Colson Whitehead,The Underground Railroad,4.04,1259,3885,16777,38456,31719,https://images.gr-assets.com/books/1493178362m/30555488.jpg
1539,1540,Melissa de la Cruz,"Masquerade (Blue Bloods, #2)",3.91,1493,5298,19716,25177,27989,https://images.gr-assets.com/books/1322287499m/106085.jpg
1540,1541,Julie Kagawa,"The Iron Queen (The Iron Fey, #3)",4.24,1217,2819,12701,25786,42608,https://images.gr-assets.com/books/1321070331m/8685612.jpg
1541,1542,Cora Carmack,"Losing It (Losing It, #1)",3.77,2396,7028,24581,32744,24526,https://images.gr-assets.com/books/1348459319m/16034964.jpg
1542,1543,John Grisham,The Racketeer,3.79,939,4252,18459,27477,15518,https://images.gr-assets.com/books/1344371438m/13573236.jpg
1543,1544,J.M. Coetzee,Disgrace,3.83,1369,4284,14721,25122,16891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1544,1545,"A.A. Milne, Ernest H. Shepard","The House at Pooh Corner (Winnie-the-Pooh, #2)",4.36,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg
1545,1546,Brent Weeks,"The Black Prism (Lightbringer, #1)",4.24,827,2039,8245,24370,30392,https://images.gr-assets.com/books/1327921884m/7165300.jpg
1546,1547,Sue Monk Kidd,The Mermaid Chair,3.1,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg
1547,1548,Arnold Lobel,"Frog and Toad Are Friends (Frog and Toad, #1)",4.18,1041,2915,12966,19278,34505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1548,1549,"Lemony Snicket, Brett Helquist","The Carnivorous Carnival (A Series of Unfortunate Events, #9)",3.97,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1549,1550,Ally Carter,"Heist Society (Heist Society, #1)",3.91,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg
1550,1551,B.A. Paris,Behind Closed Doors,3.93,2944,6308,20514,37908,35177,https://images.gr-assets.com/books/1458854462m/29437949.jpg
1551,1552,Michael Shaara,"The Killer Angels (The Civil War Trilogy, #2)",4.3,715,1727,7747,20361,32231,https://images.gr-assets.com/books/1355371689m/682804.jpg
1552,1553,Laurell K. Hamilton,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",4.16,780,2522,14606,27469,35077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1553,1554,Jonathan Stroud,"Ptolemy's Gate (Bartimaeus, #3)",4.24,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1554,1555,H.G. Wells,The Island of Dr. Moreau,3.72,897,5007,22375,27122,15162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1555,1556,Jennifer L. Armentrout,"Opal (Lux, #3)",4.34,1079,2588,11790,28917,53694,https://images.gr-assets.com/books/1348200300m/13362536.jpg
1556,1557,Dave Eggers,Zeitoun,4.08,760,2129,10245,25365,21637,https://images.gr-assets.com/books/1296580156m/6512154.jpg
1557,1558,Sharon M. Draper,Out of My Mind,4.37,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1558,1559,Lauren Kate,"Rapture (Fallen, #4)",4.03,2222,5420,16312,24191,36222,https://images.gr-assets.com/books/1362339818m/12716010.jpg
1559,1560,Amanda Hocking,"Switched (Trylle, #1)",3.89,2318,5578,18540,26661,27622,https://images.gr-assets.com/books/1288828865m/8564935.jpg
1560,1561,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",Doctor Zhivago,4.03,1257,3530,12593,23103,25691,https://images.gr-assets.com/books/1385508725m/130440.jpg
1561,1562,Colleen Hoover,Confess,4.25,1122,2934,12186,27722,42896,https://images.gr-assets.com/books/1412280173m/22609310.jpg
1562,1563,Blake Crouch,"Pines (Wayward Pines, #1)",3.88,1420,3550,13928,25010,18149,https://images.gr-assets.com/books/1350740525m/15034320.jpg
1563,1564,Michael Crichton,Disclosure,3.76,924,4157,18087,22292,14596,https://images.gr-assets.com/books/1398678136m/7675.jpg
1564,1565,P.D. James,Death Comes to Pemberley,3.21,5576,13652,25738,19180,10635,https://images.gr-assets.com/books/1318936579m/12875355.jpg
1565,1566,Edith Wharton,Ethan Frome,3.35,7015,11389,24161,24061,15131,https://images.gr-assets.com/books/1389822254m/5246.jpg
1566,1567,"Jane Hamilton, Frank  Muller, C.J. Critt",A Map of the World,3.78,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1567,1568,Colleen Hoover,It Ends with Us,4.44,1172,2155,8566,24847,58175,https://images.gr-assets.com/books/1470427482m/27362503.jpg
1568,1569,"O. Henry, Lisbeth Zwerger",The Gift of the Magi,4.07,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1569,1570,Tom Wolfe,The Electric Kool-Aid Acid Test,3.92,982,3287,13596,21988,18401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1570,1571,"William S. Burroughs, James Grauerholz, Barry  Miles",Naked Lunch,3.46,4627,7799,17322,18615,13406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1571,1572,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",Dream Country (The Sandman #3),4.28,1786,1814,9096,22186,39050,https://images.gr-assets.com/books/1402485052m/25100.jpg
1572,1573,John Grisham,A Painted House,3.67,2048,6355,18253,21725,15711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1573,1574,"Ursula K. Le Guin, Lech Jęczmyk",The Left Hand of Darkness,4.05,1170,3497,13266,26812,27431,https://images.gr-assets.com/books/1488213612m/18423.jpg
1574,1575,"John Green, Maureen Johnson, Lauren Myracle",Let It Snow: Three Holiday Romances,3.84,1110,4837,20638,28643,21289,https://images.gr-assets.com/books/1489409554m/3213286.jpg
1575,1576,Stephen King,"Full Dark, No Stars",4.03,682,2494,14005,28981,23185,https://images.gr-assets.com/books/1327892855m/7912007.jpg
1576,1577,Atul Gawande,Being Mortal: Medicine and What Matters in the End,4.4,982,1507,5579,19732,37767,https://images.gr-assets.com/books/1408324949m/20696006.jpg
1577,1578,Dean Koontz,Intensity,4.04,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg
1578,1579,Chelsea Handler,Chelsea Chelsea Bang Bang,3.81,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1579,1580,"Henrik Ibsen, Michael   Meyer",A Doll's House,3.69,1820,7074,23481,28984,18133,https://images.gr-assets.com/books/1427119396m/37793.jpg
1580,1581,James A. Michener,Hawaii,4.18,561,1806,10458,21787,27036,https://images.gr-assets.com/books/1415585664m/12658.jpg
1581,1582,Richard Yates,Revolutionary Road,3.89,1576,4445,14100,23791,20808,https://images.gr-assets.com/books/1353721885m/48328.jpg
1582,1583,"Rachel Cohn, David Levithan",Nick & Norah's Infinite Playlist,3.73,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1583,1584,"Tom Stoppard, Henry Popkin",Rosencrantz and Guildenstern Are Dead,4.06,1394,3749,12598,23414,28628,https://images.gr-assets.com/books/1338735611m/18545.jpg
1584,1585,Maggie Stiefvater,"Forever (The Wolves of Mercy Falls, #3)",3.91,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg
1585,1586,Alex Garland,The Beach,3.91,838,3254,13336,22974,17181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1586,1587,"Beth Hoffman, Jenna Lamia",Saving CeeCee Honeycutt,3.92,837,3460,15864,26904,19817,https://images.gr-assets.com/books/1348364490m/6617928.jpg
1587,1588,Charlaine Harris,"Deadlocked (Sookie Stackhouse, #12)",3.65,2104,8469,25761,26265,20003,https://images.gr-assets.com/books/1357995380m/10407279.jpg
1588,1589,Stephen King,Everything's Eventual: 14 Dark Tales,3.94,492,2870,17240,26553,20182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1589,1590,Beverly Cleary,"Beezus and Ramona (Ramona, #1)",3.97,1553,3774,18481,27259,28072,https://images.gr-assets.com/books/1408924681m/91244.jpg
1590,1591,Ursula K. Le Guin,"The Farthest Shore (Earthsea Cycle, #3)",4.11,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1591,1592,Michael Crichton,Airframe,3.66,1251,5523,20402,22606,13638,https://images.gr-assets.com/books/1405420599m/7667.jpg
1592,1593,Raymond E. Feist,"Magician: Apprentice (The Riftwar Saga, #1)",4.17,806,2358,10465,22606,28713,https://images.gr-assets.com/books/1408317983m/13812.jpg
1593,1594,Jennifer Crusie,Bet Me,3.95,1759,4253,16515,24613,26339,https://images.gr-assets.com/books/1316129534m/854757.jpg
1594,1595,Nelson Mandela,Long Walk to Freedom,4.31,664,1050,5745,15748,24714,https://images.gr-assets.com/books/1327997342m/318431.jpg
1595,1596,John Grisham,Gray Mountain,3.52,2111,6961,19259,19923,11133,https://images.gr-assets.com/books/1403704671m/20707959.jpg
1596,1597,Bryce Courtenay,"The Power of One (The Power of One, #1)",4.34,698,1628,6814,18645,32790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
